catalog,man,bran,year,circa,surf,textureWord,glossWord,colorWord,thicknessWord,dims,backp,postcard,toner,resin,sb,sbid,suffs,dmin,dmax,dminHex,dmaxHex,auc,roughness,gloss,thickness,expressiveness,radarGroup,expressivenessGroup,isoGroup,gep100,gep150,gep200,gep250,gep300,tmap,processing
2461,Wellington & Ward,Seltona,1935,1,,,Glossy,,,2.5 x 3.5,,0,,0,0,,v,9.89,,#b3a293,,0.029,0.029,39.894,0.143,1.35,0_2_2_1,1.0,0.0,"[23, -17, 0]","[56, -20, 0]","[98, -26, 0]","[153, -32, 0]","[220, -38, 0]","[36.0, 22.0, 0]",0
2462,Ilford,Multigrade ,1940,1,1P,,Glossy,,Single Weight,4.75 x 6.5,,0,,0,0,,v,6.07,,#e4ddd2,,0.16,0.024,37.607,0.17,1.305,0_2_1_1,1.0,0.0,"[21, -24, 0]","[62, -8, 0]","[125, -18, 0]","[226, -3, 0]","[320, -22, 0]","[40.0, 33.0, 0]",0
2464,Wellington & Ward,Seltona,1935,1,,,,Cream,,3.25 x 4.25,,0,,0,0,,v,4.26,,#e4e0d8,,0.208,0.016,45.385,0.173,1.211,0_2_1_1,0.0,0.0,"[47, -7, 0]","[68, 0, 0]","[132, -3, 0]","[211, -5, 0]","[306, -7, 0]","[29.0, 39.0, 2]",0
2465a,Agfa,Brovira,1960,1,1,,Glossy,White,Single Weight,7 x 9.25,A03,0,,0,1,2465,,-1.52,1.1,#f4f2f6,#2f2d2c,7.953,0.009,85.769,,,,,,"[775, 511, 0]","[506, 778, 0]","[690, 755, 0]","[612, 789, 0]","[657, 721, 0]","[7.0, 27.0, 1]",0
2465b,Agfa,Brovira,1960,1,111,,Glossy,White,Double Weight,7 x 9.25,A03,0,,0,1,2465,,-0.73,1.91,#f5f2f4,#262422,7.867,0.008,87.734,,,,,,"[614, 557, 0]","[735, 753, 0]","[580, 670, 0]","[624, 582, 0]","[520, 601, 0]","[18.0, 41.0, 1]",0
2465c,Agfa,Brovira,1960,1,119,Crystal,Crystal,White,Double Weight,7 x 9.25,A10,0,,0,1,2465,,-0.05,0.71,#f3eff0,#6c6969,8.099,0.052,31.075,,,,,,"[570, 632, 0]","[612, 683, 0]","[712, 742, 0]","[663, 694, 0]","[705, 523, 0]","[65.0, 56.0, 1]",0
2465d,Agfa,Portriga Rapid,1960,1,118,Filigran,Filigran,White,Double Weight,7 x 9.25,A05,0,,0,1,2465,,5.58,1.79,#f4eee4,#6d6b68,4.497,0.062,4.979,,,,,,"[519, 518, 0]","[671, 716, 0]","[563, 607, 0]","[761, 558, 0]","[538, 732, 0]","[67.0, 55.0, 2]",0
2465e,Agfa,Portriga Rapid,1960,1,138,Filigran,Filigran,Ivory,Double Weight,7 x 9.25,A05,0,,0,1,2465,,13.57,2.89,#f8e9d1,#423f3b,0.202,0.082,4.43,,,,,,"[796, 545, 0]","[612, 718, 0]","[620, 605, 0]","[504, 513, 0]","[714, 553, 0]","[72.0, 60.0, 2]",0
2466a,Kodak,Ektamatic SC,1984,0,A,Smooth,Luster,White,Light Weight,3.25 x 4.5,,0,,0,1,2466,,3.59,-0.2,#d1cec8,#242324,1.92,,9.661,0.125,,,,0.0,"[508, 550, 0]","[534, 618, 0]","[517, 795, 0]","[721, 551, 0]","[630, 728, 0]","[539, 738, 0]",0
2466b,Kodak,Kodabrome II,1984,0,E,Fine Grained,Luster,White,Medium Weight,3.5 x 4.5,K11,0,,1,1,2466,,1.6,1.79,#d6d5d2,#1c1816,2.057,,33.181,0.235,,,,1.0,"[534, 795, 0]","[755, 630, 0]","[781, 504, 0]","[663, 557, 0]","[619, 533, 0]","[539, 772, 0]",0
2466c,Kodak,Polyprint,1984,0,F,Smooth,Glossy,White,Medium Weight,3.5 x 4.5,K11,0,,1,1,2466,,0.75,1.13,#e0e0de,#201d1c,2.775,,91.188,0.234,,,,1.0,"[754, 792, 0]","[739, 706, 0]","[700, 519, 0]","[596, 592, 0]","[583, 648, 0]","[692, 699, 0]",0
2466d,Kodak,Polycontrast Rapid II,1984,0,F,Smooth,Glossy,White,Medium Weight,3.25 x 4.5,K11,0,,0,1,2466,,1.05,2.66,#e3e3e1,#211e1b,2.696,,88.559,0.231,,,,1.0,"[768, 541, 0]","[632, 679, 0]","[694, 704, 0]","[732, 583, 0]","[753, 711, 0]","[626, 772, 0]",0
2466e,Kodak,Polyfiber,1984,0,G,Fine Grained,Luster,Cream White,Double Weight,3.25 x 4.5,,0,,0,1,2466,,7.14,0.63,#dfd9cc,#2a2a29,0.135,,7.744,0.336,,,,1.0,"[773, 736, 0]","[614, 611, 0]","[515, 577, 0]","[528, 655, 0]","[756, 614, 0]","[532, 737, 0]",0
2466f,Kodak,Ektalure,1984,0,K,Fine Grained,High Luster,Cream White,Double Weight,3.25 x 4.5,,0,,0,1,2466,,7.35,6.87,#e1ddcf,#272219,0.149,,44.935,0.368,,,,1.0,"[506, 571, 0]","[561, 607, 0]","[594, 761, 0]","[530, 700, 0]","[572, 682, 0]","[580, 708, 0]",0
2466g,Kodak,Polyfiber,1984,0,N,Smooth,Luster,White,Single Weight,3.25 x 4.5,,0,,1,1,2466,,-0.37,-0.8,#dfdbdd,#343435,5.565,,9.199,0.181,,,,0.0,"[765, 587, 0]","[509, 624, 0]","[623, 564, 0]","[518, 502, 0]","[502, 765, 0]","[776, 537, 0]",0
2466h,Kodak,Ektalure,1984,0,R,Tweed,Luster,Cream White,Double Weight,3.25 x 4.5,,0,,0,1,2466,,9.02,4.03,#e3ddcc,#312d28,0.136,,9.797,0.403,,,,2.0,"[507, 540, 0]","[562, 696, 0]","[650, 537, 0]","[537, 796, 0]","[636, 649, 0]","[548, 694, 0]",0
2466i,Kodak,Elite Fine Art,1984,0,S,Ultra Smooth,High Luster,White,Premium Weight,3.25 x 4.5,,0,,0,1,2466,,0.63,-3.51,#ded9d9,#17161b,6.301,,50.465,0.359,,,,1.0,"[582, 642, 0]","[695, 781, 0]","[625, 684, 0]","[726, 622, 0]","[751, 776, 0]","[501, 566, 0]",0
2466j,Kodak,Ektalure,1984,0,X,Tapestry,Luster,Cream White,Double Weight,3.25 x 4.5,,0,,0,1,2466,,8.64,3.43,#e3ddcd,#2c2924,0.139,,8.356,0.37,,,,1.0,"[660, 748, 0]","[739, 536, 0]","[735, 688, 0]","[628, 748, 0]","[571, 687, 0]","[548, 731, 0]",0
2469,Ilford,Contact,1947,1,1P,,Glossy,,Single Weight,2.5 x 3.5,,0,,0,0,,v,3.38,,#e9e5df,,0.184,0.017,43.131,0.169,1.202,0_2_1_1,0.0,0.0,"[46, -1, 0]","[84, 4, 0]","[136, -1, 0]","[215, -4, 0]","[310, -6, 0]","[31.0, 38.0, 0]",1
2470,Ilford,Contact,1947,1,1P,,Glossy,,Single Weight,2.5 x 3.5,,0,,0,0,,v,3.23,,#e9e6e0,,0.185,0.019,45.406,0.164,1.186,0_2_1_1,0.0,0.0,"[42, -11, 0]","[75, 0, 0]","[133, -9, 0]","[221, -12, 0]","[316, -14, 0]","[30.0, 39.0, 0]",1
2471,Ilford,Contact,1947,0,1P,,Glossy,,Single Weight,2.5 x 3.5,,0,,0,0,,v,3.65,,#e9e5de,,0.195,0.015,42.627,0.174,1.213,0_2_1_1,0.0,0.0,"[40, 7, 0]","[82, 6, 0]","[128, -8, 0]","[212, -4, 0]","[306, -6, 0]","[29.0, 39.0, 0]",1
2472,Kodak,Velox,1946,0,F,Smooth,Glossy,White,Single Weight,2.75 x 4.5,K04,0,,0,0,,v,0.24,,#e4e1e1,,0.171,0.018,25.417,0.175,1.234,0_1_1_1,0.0,0.0,"[20, -1, 0]","[56, 3, 0]","[101, 5, 0]","[158, 7, 0]","[228, 9, 0]","[34.0, 61.0, 1]",0
2473,Kodak,Kodabromide,1947,0,G,Fine Grained,Luster,Cream White,Double Weight,5 x 7,,0,,0,0,,v,8.56,,#f3efde,,0.142,0.043,10.087,0.342,1.762,1_0_2_3,2.0,1.0,"[2, 18, 0]","[7, 33, 0]","[13, 44, 0]","[20, 55, 0]","[29, 67, 0]","[90.0, 37.0, 1]",0
2474,Kodak,Kodabromide,1947,0,G,Fine Grained,Luster,Cream White,Double Weight,5 x 7,,0,,0,0,,v,10.22,,#f2ecd8,,0.131,0.06,8.705,0.346,1.858,1_0_2_4,3.0,1.0,"[-6, 31, 0]","[-1, 38, 0]","[0, 50, 0]","[0, 62, 0]","[1, 73, 0]","[90.0, 36.0, 0]",0
2475,Kodak,Azo,1947,1,E,Fine Grained,Luster,White,Double Weight,4.25 x 5.5,,1,,0,0,,v,6.36,,#eae6da,,0.161,0.029,3.276,0.344,1.718,1_0_1_1,2.0,1.0,"[30, 18, 0]","[27, 21, 0]","[68, 38, 0]","[98, 50, 0]","[133, 57, 0]","[24.0, 64.0, 0]",1
2476,Kodak,Velox,1947,0,F,Smooth,Glossy,White,Single Weight,3.5 x 4.5,K04,0,,0,0,,b|v,1.33,,#e6e4e2,,0.201,0.021,62.06,0.167,1.078,0_2_1_1,0.0,0.0,"[38, 11, 0]","[90, -16, 0]","[125, -6, 0]","[216, -22, 0]","[308, -3, 0]","[48.0, 62.0, 2]",0
2477,Kodak,Azo,1947,0,F,Smooth,Glossy,White,Double Weight,3.5 x 5.5,,1,,0,0,,v|b,1.51,,#efeeeb,,0.163,0.024,58.046,0.326,1.318,1_2_1_1,1.0,1.0,"[35, -19, 0]","[73, -19, 0]","[135, -25, 0]","[211, -31, 0]","[304, -36, 0]","[30.0, 60.0, 0]",0
2478,Kodak,Azo,1947,1,E,Fine Grained,Luster,White,Double Weight,4.25 x 5.5,,0,,0,0,,r|v|b|l,4.84,,#f4f2e8,,0.182,0.042,11.863,0.326,1.657,1_0_1_3,2.0,1.0,"[10, 17, 0]","[29, 31, 0]","[52, 41, 0]","[81, 52, 0]","[117, 62, 0]","[75.0, 49.0, 1]",0
2479,Kodak,Kodabromide,1950,0,E,Fine Grained,Luster,White,Double Weight,4.25 x 5.5,,0,,0,0,,b|v,6.75,,#ece8db,,0.154,0.025,8.81,0.342,1.684,1_0_2_1,2.0,1.0,"[17, 31, 0]","[14, 25, 0]","[29, 48, 0]","[46, 52, 0]","[64, 63, 0]","[73.0, 48.0, 0]",0
2480,Kodak,Solio,1923,0,,,,,,4.75 x 6.5,,0,,0,0,,v,15.75,,#a9947c,,0.014,0.05,37.508,0.152,1.548,0_2_4_3,1.0,0.0,"[4, -21, 0]","[16, -26, 0]","[29, -35, 0]","[46, -43, 0]","[67, -52, 0]","[38.0, 26.0, 0]",1
2481,DuPont,Velour Black,1963,0,DL,Velvet Grain,Luster,Natural White,Double Weight,5 x 7,,0,,0,0,,v,8.59,,#f1ecdc,,0.228,0.062,7.357,0.334,1.819,1_0_2_4,2.0,1.0,"[-3, 22, 0]","[0, 36, 0]","[1, 48, 0]","[1, 60, 0]","[2, 71, 0]","[88.0, 56.0, 0]",0
2482,Kodak,Azo,1927,0,E (Azo),Smooth,Semi Matte,White,Single Weight,5 x 7,,0,,0,0,,b|v,9.83,,#e3decb,,0.147,0.038,11.271,0.148,1.517,0_0_2_2,1.0,0.0,"[4, -5, 0]","[16, -2, 0]","[31, -2, 0]","[49, -2, 0]","[72, -3, 0]","[38.0, 27.0, 3]",0
2483,Kodak,Velox,1945,0,F,Smooth,Glossy,White,Single Weight,2.75 x 4.5,K04,0,,0,0,,v|b,-1.49,,#e5e5e8,,0.179,0.023,50.115,0.161,1.076,0_2_0_1,0.0,0.0,"[39, -7, 0]","[81, -2, 0]","[146, -4, 0]","[230, -6, 0]","[333, -7, 0]","[30.0, 70.0, 1]",0
2484,Kentmere,Bromide,1920,1,,,Matte,White,,4.75 x 6.5,,0,,0,0,,v,5.49,,#ebe9de,,0.162,0.024,4.475,0.162,1.44,0_0_1_1,1.0,0.0,"[27, 8, 0]","[41, 15, 0]","[65, 16, 0]","[103, 16, 0]","[151, 16, 0]","[48.0, 21.0, 0]",0
2485,Kentmere,Bromide,1920,1,,,Matte,White,,4.75 x 6.5,,0,,0,0,,v,5.68,,#ebe8dd,,0.169,0.023,4.042,0.174,1.46,0_0_1_1,1.0,0.0,"[20, -9, 0]","[45, 11, 0]","[68, 18, 0]","[113, 19, 0]","[161, 19, 0]","[47.0, 35.0, 3]",0
2486,Defender,Velour Black,1944,0,R,,Glossy,Blue White,Single Weight,5 x 7,,0,,0,0,,v,1.37,,#e8e5e3,,0.196,0.022,45.842,0.172,1.166,0_2_1_1,0.0,0.0,"[34, 4, 0]","[77, 1, 0]","[138, -4, 0]","[215, -6, 0]","[310, -8, 0]","[29.0, 69.0, 0]",1
2487,Ilford,Ilfospeed,1977,1,44M,,Pearl,,Medium Weight,8 x 10,,0,,1,0,,v,4.58,,#f4eee6,,2.684,0.024,18.715,0.245,1.464,1_0_1_1,1.0,1.0,"[28, 24, 0]","[25, 25, 0]","[64, 42, 0]","[98, 37, 0]","[138, 59, 0]","[40.0, 82.0, 2]",0
2488,Ilford,Ilfospeed,1977,1,44M,,Pearl,,Medium Weight,8 x 10,,0,,1,0,,v,5.1,,#f4eee5,,2.192,0.022,18.188,0.246,1.472,1_0_1_1,1.0,1.0,"[29, 22, 0]","[25, 24, 0]","[66, 41, 0]","[96, 37, 0]","[136, 59, 0]","[39.0, 80.0, 0]",0
2489,Ilford,Ilfomar,1974,1,,,Semi Matte,White,Double Weight,8 x 10,,0,,0,0,,v,6.45,,#f5ede2,,1.383,0.016,,0.284,,,,1.0,"[719, 709, 0]","[783, 682, 0]","[742, 717, 0]","[702, 585, 0]","[511, 628, 0]","[53.0, 57.0, 3]",0
2490,Ilford,Ilfobrom,1971,1,27K,Velvet Grain,Luster,,Double Weight,8 x 10,,0,,0,0,,v,6.21,,#f5f1e5,,0.201,0.044,6.18,0.175,1.517,0_0_1_3,1.0,0.0,"[11, -1, 0]","[31, 7, 0]","[60, 9, 0]","[93, 11, 0]","[133, 13, 0]","[96.0, 48.0, 1]",0
2491,Ilford,Ilfobrom,1973,1,26K,Stipple,Velvet,,Double Weight,8 x 10,,0,,0,0,,v,6.25,,#f5ede2,,2.887,0.019,4.904,0.288,1.605,1_0_1_1,2.0,1.0,"[21, 26, 0]","[28, 22, 0]","[64, 40, 0]","[91, 42, 0]","[133, 51, 0]","[52.0, 39.0, 0]",0
2492,Ilford,Ilfobrom,1973,1,5K,,Matte,,Double Weight,8 x 10,,0,,0,0,,v,4.69,,#f3ebe3,,4.646,0.018,4.738,0.289,1.572,1_0_1_1,2.0,1.0,"[18, 16, 0]","[37, 24, 0]","[61, 38, 0]","[99, 45, 0]","[141, 54, 0]","[52.0, 38.0, 0]",0
2493,Ilford,Ilfobrom,1972,1,5K,,Matte,,Double Weight,8 x 10,,0,,0,0,,v,4.45,,#f6efe8,,5.573,0.016,4.426,0.293,1.569,1_0_1_1,2.0,1.0,"[7, 9, 0]","[38, 25, 0]","[62, 38, 0]","[93, 46, 0]","[135, 55, 0]","[52.0, 38.0, 1]",0
2494,Ilford,Ilfobrom,1974,1,5K,,Matte,,Double Weight,8 x 10,,0,,0,0,,v,4.83,,#f5ede5,,5.657,0.019,7.234,0.292,1.57,1_0_1_1,2.0,1.0,"[13, 15, 0]","[35, 27, 0]","[62, 35, 0]","[97, 44, 0]","[139, 53, 0]","[51.0, 36.0, 1]",0
2495,Ilford,Ilfobrom,1974,1,1P,,Glossy,,Single Weight,8 x 10,,0,,0,0,,v,5.86,,#f2e8df,,4.746,0.015,56.255,0.166,1.181,0_2_1_1,0.0,0.0,"[41, -24, 0]","[91, -14, 0]","[127, -2, 0]","[222, -21, 0]","[314, -3, 0]","[28.0, 47.0, 2]",0
2496,Ilford,Multigrade III,1989,1,1M,,Glossy,,Medium Weight,8 x 10,,0,,1,0,,v,-0.53,,#f3eff1,,6.833,0.02,28.037,0.236,1.29,1_1_0_1,0.0,1.0,"[30, 4, 0]","[73, 15, 0]","[138, 19, 0]","[214, 24, 0]","[308, 29, 0]","[42.0, 78.0, 0]",0
2499,Agfa Gevaert,Multicontrast Premium,1990,1,310,,Glossy,,Medium Weight,8 x 10,,0,,1,0,,v,-2.32,,#f2f1f6,,5.917,0.007,97.096,0.251,0.907,1_4_0_0,0.0,1.0,"[46, -44, 0]","[110, -61, 0]","[196, -81, 0]","[306, -102, 0]","[441, -122, 0]","[16.0, 18.0, 1]",0
2500,Agfa Gevaert,Brovira,1964,1,1,,Glossy,Extra White,Single Weight,8 x 10,A09,0,,0,0,,v,-0.65,,#f1f0f2,,6.338,0.02,54.586,0.164,1.068,0_2_0_1,0.0,0.0,"[36, -5, 0]","[86, -5, 0]","[151, -7, 0]","[235, -9, 0]","[338, -10, 0]","[46.0, 71.0, 1]",0
2501,Agfa Gevaert,Brovira,1964,1,1,,Glossy,Extra White,Single Weight,8 x 10,A09,0,,0,0,,v,-0.78,,#f5f3f5,,6.858,0.023,48.115,0.166,1.104,0_2_0_1,0.0,0.0,"[41, -9, 0]","[83, 0, 0]","[153, -5, 0]","[237, -7, 0]","[340, -8, 0]","[42.0, 83.0, 0]",0
2502,DuPont,Velour Black,1964,0,Y,Silk,,Natural White,Double Weight,8 x 10,,0,,0,0,,v,5.3,,#eceae0,,3.071,0.073,13.229,0.329,1.748,1_0_1_4,2.0,1.0,"[10, 23, 0]","[32, 36, 0]","[59, 48, 0]","[93, 59, 0]","[135, 71, 0]","[65.0, 90.0, 3]",0
2503,DuPont,Velour Black,1964,0,Y,Silk,,Natural White,Double Weight,8 x 10,,0,,0,0,,v,8.46,,#f1ecdc,,0.158,0.043,8.173,0.354,1.787,1_0_2_3,2.0,1.0,"[2, 30, 0]","[5, 31, 0]","[11, 49, 0]","[18, 60, 0]","[27, 72, 0]","[81.0, 52.0, 2]",0
2504,DuPont,Velour Black,1963,0,DL,Velvet Grain,Luster,Natural White,Double Weight,8 x 10,,0,,0,0,,v,9.28,,#f1ead9,,0.132,0.047,8.933,0.334,1.783,1_0_2_3,2.0,1.0,"[-1, 19, 0]","[6, 34, 0]","[12, 45, 0]","[19, 56, 0]","[28, 68, 0]","[81.0, 52.0, 0]",0
2505,Luminos,RCR Art,1988,1,R Art,Rough,Semi Glossy,,Medium Weight,8 x 10,,0,,1,0,,v,5.18,,#ece0d9,,3.406,0.067,4.904,0.213,1.617,0_0_1_4,2.0,0.0,"[6, 1, 0]","[30, 8, 0]","[51, 10, 0]","[79, 13, 0]","[113, 15, 0]","[98.0, 46.0, 0]",0
2506,Luminos,Flexicon,1988,1,S,,Semi Matte,,Medium Weight,8 x 10,,0,,1,0,,v,1.86,,#efe5e3,,7.207,0.026,9.888,0.249,1.459,1_0_1_1,1.0,1.0,"[30, 16, 0]","[27, 20, 0]","[68, 36, 0]","[96, 50, 0]","[132, 56, 0]","[40.0, 81.0, 1]",0
2507,Oriental,New Seagull Portrait,1988,1,RP-R,Smooth,Semi Matte,Cream,Medium Weight,8 x 10,,0,,1,0,,v,4.83,,#faf7ee,,0.241,0.013,20.107,0.214,1.391,0_1_1_0,1.0,0.0,"[19, 2, 0]","[50, 8, 0]","[89, 10, 0]","[140, 13, 0]","[202, 15, 0]","[41.0, 77.0, 0]",0
2508,Kodak,Panalure,1998,1,F,Smooth,Glossy,White,Medium Weight,8 x 10,K11,0,,1,0,,v,0.43,,#f1f1f0,,3.698,0.008,35.784,0.248,1.256,1_2_1_0,0.0,1.0,"[26, -13, 0]","[70, -10, 0]","[127, -15, 0]","[199, -19, 0]","[287, -23, 0]","[18.0, 11.0, 1]",0
2509,Kodak,Kodabrome,1976,0,N,Smooth,Luster,White,Medium Weight,8 x 10,K11,0,,1,0,,v,8.63,,#eae3d3,,1.181,0.01,5.707,0.242,1.566,1_0_2_0,2.0,1.0,"[9, 10, 0]","[29, 19, 0]","[52, 26, 0]","[81, 32, 0]","[118, 39, 0]","[12.0, 26.0, 1]",0
2510,Kodak,Kodabrome,1976,0,F,Smooth,Glossy,White,Medium Weight,8 x 10,K11,0,,1,0,,v,3.9,,#ebe9e1,,3.067,0.009,92.746,0.229,1.034,1_4_1_0,0.0,1.0,"[33, -41, 0]","[100, -64, 0]","[180, -78, 0]","[279, -99, 0]","[401, -119, 0]","[0.0, 28.0, 7]",0
2511,Kodak,Kodabromide,1975,0,F,Smooth,Glossy,White,Single Weight,8 x 10,,0,,0,0,,v,0.05,,#ebeceb,,0.246,0.022,47.256,0.177,1.139,0_2_1_1,0.0,0.0,"[45, -19, 0]","[65, -9, 0]","[144, 0, 0]","[215, -20, 0]","[309, -22, 0]","[35.0, 56.0, 1]",0
2512,Kodak,Polycontrast Rapid II,1980,1,F,Smooth,Glossy,White,Medium Weight,8 x 10,K11,0,,1,0,,v,2.99,,#f0efe9,,2.357,0.007,87.145,0.234,1.043,1_4_1_0,0.0,1.0,"[44, -53, 0]","[99, -55, 0]","[180, -84, 0]","[275, -105, 0]","[396, -125, 0]","[12.0, 22.0, 1]",0
2516,Kodak,Medalist,1969,0,Y,Silk,Luster,Cream White,Double Weight,8 x 10,,0,,0,0,,v,8.81,,#f9f3e2,,0.235,0.099,8.531,0.354,1.944,1_0_2_5,3.0,1.0,"[-9, 26, 0]","[-19, 40, 0]","[-32, 53, 0]","[-49, 66, 0]","[-70, 79, 0]","[57.0, 95.0, 0]",0
2517,Kodak,Polycontrast,1975,0,F,Smooth,Glossy,White,Single Weight,8 x 10,,0,,0,0,,v,6.45,,#edeadd,,0.243,0.018,44.772,0.171,1.261,0_2_1_1,0.0,0.0,"[51, -4, 0]","[91, 3, 0]","[152, -14, 0]","[212, 0, 0]","[300, -11, 0]","[33.0, 53.0, 1]",0
2518,Ilford,Ilfobrom Galerie,2001,0,1K,,Glossy,,Double Weight,8 x 10,,0,,0,0,,l|b|v|r,1.18,,#f5f1f0,,6.938,0.015,60.984,0.293,1.229,1_2_1_1,0.0,1.0,"[38, -19, 0]","[79, -20, 0]","[136, -26, 0]","[211, -32, 0]","[304, -37, 0]","[27.0, 49.0, 3]",0
2519,Ilford,Multigrade IV,2002,0,44M,,Pearl,,Medium Weight,8 x 10,,0,,1,0,,l|r|v|b,-3.61,,#efeff6,,7.213,0.023,30.266,0.237,1.226,1_1_0_1,0.0,1.0,"[29, 7, 0]","[77, 14, 0]","[136, 19, 0]","[212, 24, 0]","[306, 29, 0]","[41.0, 83.0, 0]",0
2520,Forte,Fortezo,1999,0,,Smooth,Glossy,White,Double Weight,8 x 10,,0,,0,0,,b|v|r|l,0.88,,#f4f4f2,,4.556,0.017,56.9,0.274,1.222,1_2_1_1,0.0,1.0,"[34, -22, 0]","[77, -21, 0]","[137, -17, 0]","[212, -23, 0]","[305, -28, 0]","[27.0, 43.0, 2]",1
2521,Kodak,Linagraph Direct Print Paper,1962,0,,,,,,3.625 x roll,,0,,0,0,,v|b,4.03,,#eeebe3,,0.395,0.031,3.389,0.123,1.381,0_0_1_2,1.0,0.0,"[13, -8, 0]","[41, 2, 0]","[70, 7, 0]","[106, 7, 0]","[152, 9, 0]","[85.0, 39.0, 1]",0
2522,Kosmos Gaslight Paper,Novex,1923,1,,,Glossy,,,2 x 3.5,,0,,0,0,,v,9.99,,#ded9c6,,0.195,0.022,51.243,0.162,1.304,0_2_2_1,1.0,0.0,"[21, -15, 0]","[55, -18, 0]","[97, -24, 0]","[152, -30, 0]","[219, -36, 0]","[21.0, 35.0, 0]",1
2523,Illingworth's,Enitone,1928,1,,,Matte,,,3.25 x 4.25,,0,,0,0,,v,,,,,,,1.876,0.154,,,,0.0,"[701, 539, 0]","[730, 564, 0]","[748, 728, 0]","[588, 726, 0]","[790, 737, 0]","[772, 769, 0]",0
2524,Kodak,Panalure,2003,0,F,Smooth,Glossy,White,Medium Weight,8 x 10,K16,0,,1,0,,v,-0.52,,#f2f3f4,,4.591,0.006,95.852,0.24,0.936,1_4_0_0,0.0,1.0,"[49, -48, 0]","[113, -59, 0]","[193, -79, 0]","[303, -100, 0]","[438, -120, 0]","[18.0, 9.0, 1]",0
2525,Kodak,Kodabromide,1946,0,E,Fine Grained,Luster,White,Double Weight,8 x 10,,0,,0,0,,v,5.19,,#ebe7dd,,0.143,0.04,11.402,0.345,1.684,1_0_1_2,2.0,1.0,"[14, 18, 0]","[34, 29, 0]","[59, 38, 0]","[90, 48, 0]","[129, 57, 0]","[75.0, 45.0, 0]",0
2526,Kodak,Polymax  II,2005,0,F,Smooth,Glossy,White,Medium Weight,8 x 10,,0,,1,0,,v,0.77,,#f3f2f1,,3.728,0.007,93.242,0.247,0.986,1_4_1_0,0.0,1.0,"[39, -34, 0]","[96, -57, 0]","[179, -76, 0]","[274, -96, 0]","[401, -117, 0]","[19.0, 12.0, 2]",0
2527,Ilford,Multigrade IV,2002,0,44M,,Pearl,,Medium Weight,8 x 10,,0,,1,0,,r|b|v|l,-3.33,,#eeedf4,,6.747,0.023,29.877,0.237,1.235,1_1_0_1,0.0,1.0,"[31, 6, 0]","[74, 14, 0]","[133, 19, 0]","[209, 24, 0]","[303, 29, 0]","[41.0, 81.0, 3]",0
2528,Ilford,Multigrade IV,2003,0,1K,,Glossy,,Double Weight,8 x 10,,0,,0,0,,l|b|v|r,1.53,,#f4f0ee,,7.382,0.013,58.775,0.283,1.23,1_2_1_1,0.0,1.0,"[34, -19, 0]","[76, -13, 0]","[138, -19, 0]","[214, -25, 0]","[307, -30, 0]","[27.0, 48.0, 1]",1
2529,Ilford,Multigrade IV,2002,0,1M,,Glossy,,Medium Weight,8 x 10,,0,,1,0,,v,-3.5,,#f0eff7,,7.072,0.007,98.505,0.241,0.864,1_4_0_0,0.0,1.0,"[48, -45, 0]","[111, -62, 0]","[197, -82, 0]","[307, -103, 0]","[442, -123, 0]","[19.0, 9.0, 0]",1
2530,Ilford,Multigrade IV,2001,0,44M,,Pearl,,Medium Weight,8 x 10,,0,,1,0,,v,-3.98,,#efeef6,,7.349,0.023,30.252,0.239,1.223,1_1_0_1,0.0,1.0,"[33, 8, 0]","[78, 15, 0]","[137, 20, 0]","[213, 25, 0]","[307, 30, 0]","[41.0, 82.0, 1]",0
2531,Ilford,Multigrade IV,2001,0,25M,Satin,Satin,,Medium Weight,8 x 10,,0,,1,0,,v,-4.08,,#efeff7,,7.279,0.023,16.362,0.236,1.282,1_0_0_1,0.0,1.0,"[27, 11, 0]","[72, 21, 0]","[128, 28, 0]","[199, 36, 0]","[287, 43, 0]","[42.0, 81.0, 2]",1
2532,Ilford,Multigrade IV,2003,0,1M,,Glossy,,Medium Weight,8 x 10,,0,,1,0,,v,-3.71,,#f0eff7,,7.214,0.007,98.483,0.237,0.854,1_4_0_0,0.0,1.0,"[47, -41, 0]","[112, -60, 0]","[198, -80, 0]","[308, -101, 0]","[443, -121, 0]","[20.0, 10.0, 2]",0
2533,Ilford,Multigrade IV,2003,0,44M,,Pearl,,Medium Weight,8 x 10,,0,,1,0,,v,-3.41,,#eeedf4,,6.764,0.021,30.328,0.238,1.226,1_1_0_1,0.0,1.0,"[33, 6, 0]","[76, 14, 0]","[135, 19, 0]","[211, 24, 0]","[305, 29, 0]","[41.0, 80.0, 3]",1
2534,Kodak,Panalure II,1987,1,F,Smooth,Glossy,White,Medium Weight,8 x 10,K11,0,,1,0,,v,4.33,,#f1f0e8,,1.544,0.008,95.682,0.24,1.039,1_4_1_0,0.0,1.0,"[48, -38, 0]","[96, -61, 0]","[178, -77, 0]","[274, -97, 0]","[396, -117, 0]","[14.0, 16.0, 4]",1
2535,Ilford,Ilfobrom,1973,1,26K,Stipple,Velvet,,Double Weight,5 x 7,,0,,0,0,,v,5.65,,#f4ece2,,5.166,0.085,18.646,0.275,1.689,1_0_1_4,2.0,1.0,"[16, 22, 0]","[37, 34, 0]","[58, 45, 0]","[92, 56, 0]","[134, 68, 0]","[86.0, 63.0, 1]",1
